listing_id,weekly_rent,bond,bedrooms,bathrooms,car_spaces,lat,lon,property_type_primary,property_type_secondary,address,suburb,state,postcode,source_file
17741687,400.0,1600.0,3.0,1.0,1.0,-35.9235876,145.647743,Apartment,Apartment / Unit / Flat,1/38 Sydney Street,Cobram,VIC,3644,17741687.html
17741689,850.0,3693.0,3.0,2.0,1.0,-37.8502172,144.979703,Apartment,Apartment / Unit / Flat,104/598 St Kilda Road,Melbourne,VIC,3004,17741689.html
17741696,420.0,1825.0,2.0,1.0,1.0,-37.5761403,144.718873,Apartment,Apartment / Unit / Flat,44/6-16 Anderson Rd,Sunbury,VIC,3429,17741696.html
17741700,600.0,2607.0,3.0,1.0,1.0,-37.7967867,144.8851968,Townhouse/Villa,Townhouse,2/56 Everard Street,Footscray,VIC,3011,17741700.html
17741701,420.0,1680.0,2.0,2.0,2.0,-37.9149796,147.7220362,House,House,2 Eaton Place,Paynesville,VIC,3880,17741701.html
17741702,525.0,2281.0,2.0,1.0,1.0,-37.7498974,145.0030694,Apartment,Apartment / Unit / Flat,503/49 Plenty Road,Preston,VIC,3072,17741702.html
17741703,800.0,3477.0,2.0,2.0,1.0,-37.86370130433279,144.9816540442441,Apartment,Apartment / Unit / Flat,UG09/333 St Kilda Road,St Kilda,VIC,3182,17741703.html
17741704,800.0,3476.0,4.0,2.0,2.0,-38.0564418,145.3500316,House,House,19 Cunneen Crescent,Berwick,VIC,3806,17741704.html
17741705,600.0,2607.0,4.0,2.0,2.0,-37.81384990000001,144.7177929,House,House,56 Maling Road,Truganina,VIC,3029,17741705.html
17741706,570.0,2477.0,3.0,2.0,2.0,-34.1881616,142.1725288,House,House,2 Seagull Close,Mildura,VIC,3500,17741706.html
17741709,430.0,,4.0,2.0,3.0,-35.793583,147.6362797,House,House,3486 Jingellic Road,Lankeys Creek,NSW,2644,17741709.html
17741710,640.0,2780.0,3.0,2.0,1.0,-37.7449247,145.0445095,Apartment,Apartment / Unit / Flat,22A Wewak Parade,Heidelberg West,VIC,3081,17741710.html
17741711,550.0,2390.0,4.0,2.0,2.0,-37.8135162,144.6920479,House,House,14 Cuban Road,Tarneit,VIC,3029,17741711.html
17741715,770.0,3345.0,3.0,1.0,2.0,-37.8037761,145.1569312,House,House,14 Simon Street,Blackburn North,VIC,3130,17741715.html
17741716,495.0,,1.0,1.0,0.0,-37.8262123,144.9590192,Apartment,Apartment / Unit / Flat,502/33 Clarke Street,Southbank,VIC,3006,17741716.html
17741717,550.0,,1.0,1.0,1.0,-37.8153082,144.9623021,Apartment,Apartment / Unit / Flat,104/368 Little Collins Street,Melbourne,VIC,3000,17741717.html
17741718,900.0,,3.0,2.0,1.0,-37.8270114,144.9559351,Apartment,Apartment / Unit / Flat,53/83 Whiteman Street,Southbank,VIC,3006,17741718.html
17741722,405.0,1755.0,3.0,1.0,1.0,-38.0871776,144.3614696,House,House,8 Camellia Cr,Norlane,VIC,3214,17741722.html
17741725,540.0,2346.0,3.0,2.0,2.0,-37.89331019999999,144.733145,House,House,10 Sidney Nolan Walk,Point Cook,VIC,3030,17741725.html
17741726,570.0,2476.0,3.0,2.0,2.0,-38.018185,144.3906865,House,House,2/14 Boydell Court,Lara,VIC,3212,17741726.html
17741730,580.0,2520.0,4.0,2.0,2.0,-38.595726,145.6109761,House,House,26 Domain Drive,Wonthaggi,VIC,3995,17741730.html
17741733,550.0,2390.0,3.0,2.0,1.0,-38.0458221,145.3365661,House,House,38 Stefan Drive,Berwick,VIC,3806,17741733.html
17741738,720.0,3129.0,2.0,1.0,1.0,-37.8471271,145.0731769,Apartment,Apartment / Unit / Flat,3/9 Eddy Street,Camberwell,VIC,3124,17741738.html
17741742,550.0,2390.0,3.0,2.0,4.0,-38.0347471,145.2619417,House,House,59 Fordholm Road,Hampton Park,VIC,3976,17741742.html
17741748,560.0,2433.0,1.0,1.0,1.0,-37.7698462,144.8823599,Apartment,Apartment / Unit / Flat,202/66 Wests Rd,Maribyrnong,VIC,3032,17741748.html
17741750,900.0,5400.0,2.0,2.0,1.0,-37.8115923,144.9498306,Apartment,Apartment / Unit / Flat,325/105 Batman Street,West Melbourne,VIC,3003,17741750.html
17741752,630.0,2738.0,4.0,2.0,2.0,-38.1065662,145.3369539,House,House,58 Cochin Drive,Clyde North,VIC,3978,17741752.html
17741753,550.0,2390.0,3.0,2.0,1.0,-38.0597597,145.4570661,House,House,13 Merlot Road,Pakenham,VIC,3810,17741753.html
17741763,360.0,1564.0,1.0,1.0,1.0,-37.7588871,145.0233082,Apartment,Apartment / Unit / Flat,4/286 Mansfield Street,Thornbury,VIC,3071,17741763.html
17741765,1800.0,10800.0,5.0,3.0,2.0,-37.8999566,145.0278223,Townhouse/Villa,Townhouse,14b Rotorua Street,Caulfield South,VIC,3162,17741765.html
17741770,580.0,2520.0,3.0,1.0,2.0,-37.8202809,145.2833176,House,House,8 Briar Rose Walk,Croydon South,VIC,3136,17741770.html
17741773,780.0,3380.0,1.0,1.0,1.0,-37.83906229999999,144.9744055,Apartment,Apartment / Unit / Flat,1304/14 Queens Road,Melbourne,VIC,3004,17741773.html
17741775,445.0,1934.0,2.0,1.0,1.0,-37.7730004,145.018893,Apartment,Apartment / Unit / Flat,1/194 Station Street,Fairfield,VIC,3078,17741775.html
17741776,700.0,3042.0,3.0,3.0,2.0,-38.3393017,144.9629005,Townhouse/Villa,Townhouse,2/16 James Street,Dromana,VIC,3936,17741776.html
17741778,480.0,2086.0,1.0,1.0,1.0,-37.7747483,145.0167241,Apartment,Apartment / Unit / Flat,1/117 Rathmines Street,Fairfield,VIC,3078,17741778.html
17741780,500.0,2173.0,1.0,1.0,1.0,-37.8641018,144.974599,Apartment,Apartment / Unit / Flat,8/2-6 Wimmera Place,St Kilda,VIC,3182,17741780.html
17741782,380.0,1651.0,3.0,2.0,1.0,-34.2001747,142.1428232,Apartment,Apartment / Unit / Flat,13/1 Rambling Way,Mildura,VIC,3500,17741782.html
17741785,450.0,1955.0,2.0,1.0,1.0,-37.8077126,144.8790483,Apartment,Apartment / Unit / Flat,5/15 Kingsville Street,Kingsville,VIC,3012,17741785.html
17741791,975.0,4237.0,3.0,2.0,1.0,-37.7578247,144.9738113,House,House,62 Dunstan Avenue,Brunswick,VIC,3056,17741791.html
17741792,750.0,3258.0,3.0,1.0,2.0,-37.774809,145.0268149,Apartment,Apartment / Unit / Flat,1/85 Fulham Road,Alphington,VIC,3078,17741792.html
17741793,520.0,2260.0,3.0,2.0,2.0,-37.6204398,144.7024975,House,House,43 Civic St,Diggers Rest,VIC,3427,17741793.html
17741799,500.0,2172.0,1.0,1.0,0.0,-37.8103818,144.9638079,Apartment,Apartment / Unit / Flat,1314/339 Swanston Street,Melbourne,VIC,3000,17741799.html
17741805,520.0,2259.0,3.0,2.0,2.0,-37.7028979,144.7058043,House,House,16 Bleeker Way,Fraser Rise,VIC,3336,17741805.html
17741806,730.0,3172.0,4.0,1.0,2.0,-37.7908595,145.1664498,Apartment,Apartment / Unit / Flat,1/32 Talford Street,Doncaster East,VIC,3109,17741806.html
17741814,570.0,2477.0,3.0,2.0,4.0,-38.1642002,145.9146523,House,House,6 Munro Street,Warragul,VIC,3820,17741814.html
17741815,500.0,2173.0,3.0,1.0,2.0,-37.9956924,145.235549,House,House,40 Kanooka Grove,Doveton,VIC,3177,17741815.html
17741823,800.0,800.0,2.0,2.0,1.0,-37.8210946,144.9425147,Apartment,Apartment / Unit / Flat,1010 S/883 Collins Street,Docklands,VIC,3008,17741823.html
17741828,550.0,2390.0,4.0,1.0,4.0,-37.6398935,144.9202157,House,House,60 Eucalyptus Place,Meadow Heights,VIC,3048,17741828.html
17741837,675.0,2933.0,1.0,1.0,1.0,-37.8484013,144.9795382,Apartment,Apartment / Unit / Flat,214/576-578 St Kilda Road,Melbourne,VIC,3000,17741837.html
17741842,470.0,2042.0,2.0,1.0,1.0,-37.9618308,145.0605619,Apartment,Apartment / Unit / Flat,3/7 Weymar Street,Cheltenham,VIC,3192,17741842.html
17741843,600.0,2607.0,3.0,2.0,2.0,-37.6275625,145.0130188,House,House,14 Creeds Farm Lane,Epping,VIC,3076,17741843.html
17741846,500.0,2172.0,1.0,1.0,1.0,-37.7747618,145.0167217,Apartment,Apartment / Unit / Flat,6/117 Rathmines Street,Fairfield,VIC,3078,17741846.html
17741850,500.0,2173.0,3.0,2.0,2.0,-34.3023901,142.196156,House,House,47 Betty Krake Drive,Red Cliffs,VIC,3496,17741850.html
17741851,810.0,3520.0,3.0,2.0,1.0,-37.8654818,144.9821959,Townhouse/Villa,Townhouse,3B Blanche Street,St Kilda,VIC,3182,17741851.html
17741854,540.0,2346.0,4.0,2.0,2.0,-38.0229202,144.3964232,House,House,24 Skipper Avenue,Lara,VIC,3212,17741854.html
17741858,550.0,2383.0,3.0,1.0,1.0,-37.7552969,145.339293,House,House,1/10 Wilsons Lane,Lilydale,VIC,3140,17741858.html
17741859,615.0,2673.0,3.0,2.0,2.0,-37.9932185,145.2337827,Townhouse/Villa,Townhouse,10 Kinsfolk Circuit,Doveton,VIC,3177,17741859.html
17741861,575.0,2499.0,2.0,1.0,1.0,-37.7229394,144.9610155,Townhouse/Villa,Townhouse,2/10 Lorensen Avenue,Coburg North,VIC,3058,17741861.html
17741864,540.0,2346.0,3.0,2.0,2.0,-34.235515,142.1707977,Apartment,Apartment / Unit / Flat,4/6 Giovanna Court,Irymple,VIC,3498,17741864.html
17741867,475.0,2064.0,4.0,2.0,2.0,-37.4778271,144.9619795,House,House,22 Numbat Drive,Beveridge,VIC,3753,17741867.html
17741868,1200.0,5214.0,2.0,2.0,2.0,-37.7973363,144.9778651,Apartment,Apartment / Unit / Flat,201/75 Argyle Street,Fitzroy,VIC,3065,17741868.html
17741869,420.0,1825.0,1.0,1.0,1.0,-37.8922074,145.0670846,Apartment,Apartment / Unit / Flat,6/17 Dunoon Street,Murrumbeena,VIC,3163,17741869.html
17741874,850.0,3694.0,4.0,2.0,5.0,-38.1095489,144.3296794,House,House,4 Schofield Court,Bell Post Hill,VIC,3215,17741874.html
17741883,680.0,680.0,2.0,2.0,0.0,-37.8162152,145.1175578,Apartment,Apartment / Unit / Flat,108/8 Wellington Road,Box Hill,VIC,3128,17741883.html
17741885,660.0,2868.0,4.0,2.0,2.0,-37.9125642,144.7472966,House,House,21 Alverton Drive,Point Cook,VIC,3030,17741885.html
17741905,500.0,2383.0,4.0,2.0,4.0,-38.1949573,146.5460857,House,House,11 Gwalia Street,Traralgon,VIC,3844,17741905.html
17741912,650.0,2824.0,2.0,2.0,1.0,-37.974893,145.1676769,Townhouse/Villa,Townhouse,1/20 Theodore Avenue,Noble Park,VIC,3174,17741912.html
17741917,560.0,2433.0,3.0,2.0,1.0,-37.6373835,145.0741259,House,House,20 Lazar Grove,South Morang,VIC,3752,17741917.html
17741921,660.0,2868.0,1.0,1.0,0.0,-37.81417,144.9530225,Apartment,Apartment / Unit / Flat,5211/639 Little Lonsdale Street,Melbourne,VIC,3000,17741921.html
17741923,630.0,2738.0,2.0,2.0,1.0,-37.9915705,145.1476217,Townhouse/Villa,Townhouse,5 Orchid Drive,Keysborough,VIC,3173,17741923.html
17741925,500.0,2173.0,2.0,1.0,0.0,-38.102649,145.280311,House,House,2/18 Walter St,Cranbourne,VIC,3977,17741925.html
17741928,500.0,2173.0,2.0,1.0,1.0,-38.1026612,145.2804316,House,House,1/18 Walter St,Cranbourne,VIC,3977,17741928.html
17741933,650.0,2824.0,4.0,2.0,2.0,-38.0851354,145.485057,House,House,7 Lorikeet Court,Pakenham,VIC,3810,17741933.html
17741936,650.0,2824.0,2.0,1.0,2.0,-37.7747483,145.0167241,Apartment,Apartment / Unit / Flat,7/117 Rathmines Street,Fairfield,VIC,3078,17741936.html
17741940,500.0,2173.0,4.0,2.0,2.0,-37.7474268,144.675868,House,House,18 Panaia Boulevard,Truganina,VIC,3029,17741940.html
17741941,440.0,1912.0,2.0,1.0,2.0,-38.1638626,145.9387401,Apartment,Apartment / Unit / Flat,1/15 Normanby Street,Warragul,VIC,3820,17741941.html
17741944,440.0,1912.0,2.0,1.0,1.0,-37.731725,144.99355,Apartment,Apartment / Unit / Flat,4/7 Bartlett Street,Preston,VIC,3072,17741944.html
17741946,600.0,2607.0,4.0,2.0,2.0,-37.574497,144.892356,House,House,16 Dahlia Crescent,Mickleham,VIC,3064,17741946.html
17741947,685.0,2976.0,4.0,2.0,2.0,-37.5280115,143.8735632,House,House,30 White Swan Road,Invermay,VIC,3352,17741947.html
17741949,500.0,2173.0,1.0,1.0,1.0,-37.7731704,145.0111228,Apartment,Apartment / Unit / Flat,302 121-125 Victoria Road,Northcote,VIC,3070,17741949.html
17741951,570.0,2477.0,3.0,2.0,2.0,-38.4558645,145.2439356,House,House,156 SETTLEMENT Road,Cowes,VIC,3922,17741951.html
17741952,640.0,2781.0,4.0,2.0,2.0,-38.0689994,145.3978745,House,House,21 Banyalla Drive,Officer,VIC,3809,17741952.html
17741953,575.0,2490.0,2.0,1.0,1.0,-37.8783539,145.0299337,House,House,62 Northcote Avenue,Caulfield North,VIC,3161,17741953.html
17741958,500.0,2173.0,2.0,1.0,1.0,-37.7424898,144.9856103,Apartment,Apartment / Unit / Flat,2/5 Tasman Street,Preston,VIC,3072,17741958.html
17741960,550.0,2390.0,4.0,2.0,2.0,-37.8316683,144.6613029,House,House,40 Montia Street,Tarneit,VIC,3029,17741960.html
17741963,420.0,1825.0,1.0,1.0,0.0,-37.7989501,144.9644916,Apartment,Apartment / Unit / Flat,431/746 Swanston Street,Carlton,VIC,3053,17741963.html
17741970,620.0,2694.0,3.0,2.0,2.0,-37.7326043,144.8764302,House,House,4 Hanson Street,Niddrie,VIC,3042,17741970.html
17741971,490.0,2129.0,2.0,1.0,2.0,-37.7348103,144.8631727,House,House,1b Wunnamurra Drive,Keilor East,VIC,3033,17741971.html
17741973,740.0,3216.0,4.0,2.0,2.0,-37.8240748,144.7072493,House,House,28 Ringarooma Drive,Truganina,VIC,3029,17741973.html
17741974,340.0,1477.0,2.0,1.0,1.0,-37.7882918,144.8917889,Apartment,Apartment / Unit / Flat,10/30 Empire Street,Footscray,VIC,3011,17741974.html
17741977,800.0,3476.0,2.0,2.0,0.0,-37.9220067,145.1400232,Apartment,Apartment / Unit / Flat,1008/864 Blackburn Road,Clayton,VIC,3168,17741977.html
17741978,1275.0,6375.0,4.0,2.0,2.0,-37.8825749,145.0258941,House,House,19 Webb Street,Caulfield,VIC,3162,17741978.html
17741980,540.0,2346.0,2.0,2.0,1.0,-37.6796843,144.9261834,House,House,11 Laidlaw Avenue,Broadmeadows,VIC,3047,17741980.html
17741981,560.0,2433.0,4.0,2.0,2.0,-37.8466031,144.6402755,House,House,13 Mornington Avenue,Tarneit,VIC,3029,17741981.html
17741982,500.0,2173.0,2.0,1.0,2.0,-37.7325618,145.0945691,Apartment,Apartment / Unit / Flat,5/111 Martins Lane,Viewbank,VIC,3084,17741982.html
17741986,520.0,2260.0,2.0,1.0,1.0,-37.711823,145.011767,Townhouse/Villa,Townhouse,2/9 Orange Avenue,Reservoir,VIC,3073,17741986.html
17741989,850.0,3694.0,5.0,3.0,2.0,-37.8648349,145.1811459,House,House,17 Camelot Drive,Glen Waverley,VIC,3150,17741989.html
17742000,720.0,3129.0,4.0,1.0,2.0,-37.9377186,145.1072633,House,House,23 Rosewall Place,Clarinda,VIC,3169,17742000.html
17742009,580.0,2521.0,3.0,2.0,2.0,-38.0965232,145.3801372,House,House,13 Guell Lane,Clyde North,VIC,3978,17742009.html
17742010,560.0,2433.0,3.0,2.0,1.0,-37.6800405,144.8990877,House,House,5/185-195 Johnstone Street,Westmeadows,VIC,3049,17742010.html
17742016,750.0,3259.0,2.0,2.0,1.0,-37.8154395,144.9529729,Apartment,Apartment / Unit / Flat,1403/220 Spencer Street ( 7035Y ),Melbourne,VIC,3000,17742016.html
17742018,375.0,1630.0,1.0,1.0,1.0,-37.8608598,144.8891429,Apartment,Apartment / Unit / Flat,5/88 Victoria Street,Williamstown,VIC,3016,17742018.html
17742019,500.0,2172.0,2.0,1.0,1.0,-37.7464664,145.0436219,House,House,46 Coomalie Crescent,Heidelberg West,VIC,3081,17742019.html
17742020,860.0,3737.0,2.0,2.0,0.0,-37.8093086,144.9597389,Apartment,Apartment / Unit / Flat,3405/120 Abeckett Street,Melbourne,VIC,3000,17742020.html
17742022,600.0,2607.0,4.0,2.0,2.0,-37.5794844,145.0172562,House,House,18 Countless Circuit,Wollert,VIC,3750,17742022.html
17742043,385.0,1673.0,1.0,1.0,1.0,-37.7565938,145.0043679,Apartment,Apartment / Unit / Flat,6/43 Mansfield Street,Thornbury,VIC,3071,17742043.html
17742045,450.0,1955.0,2.0,1.0,1.0,-37.80842519999999,144.8691324,Apartment,Apartment / Unit / Flat,4/3 Hatfield Court,West Footscray,VIC,3012,17742045.html
17742047,590.0,2564.0,2.0,1.0,1.0,-37.88638,144.9860123,Apartment,Apartment / Unit / Flat,9/16-18 Vautier Street,Elwood,VIC,3184,17742047.html
17742048,595.0,2585.0,2.0,1.0,1.0,-38.1580348,145.1391928,Apartment,Apartment / Unit / Flat,4/29 Heatherhill Road,Frankston,VIC,3199,17742048.html
17742078,550.0,2383.0,4.0,2.0,2.0,-36.4364608,145.2331928,House,House,4 Skilton Avenue,Tatura,VIC,3616,17742078.html
17742088,400.0,1825.0,1.0,1.0,0.0,-37.8071147,144.9598213,Apartment,Apartment / Unit / Flat,1235/43 Therry Street,Carlton,VIC,3053,17742088.html
17742089,350.0,1521.0,3.0,1.0,2.0,-37.5584026,143.8656624,House,House,7 Ebden Street,Ballarat East,VIC,3350,17742089.html
17742095,520.0,2253.0,3.0,2.0,2.0,-36.3961043,145.4085604,House,House,5 Haslem Street,Shepparton,VIC,3630,17742095.html
17742105,445.0,1934.0,3.0,2.0,2.0,-38.07577819999999,144.3634981,House,House,25 Granault Parade,Corio,VIC,3214,17742105.html
17742106,525.0,2281.0,2.0,1.0,1.0,-37.9353683,145.132547,House,House,1/4B Wordsworth Avenue,Clayton South,VIC,3169,17742106.html
17742110,750.0,3259.0,4.0,2.0,2.0,-37.8690875,145.1671364,House,House,20 The Boulevard,Glen Waverley,VIC,3150,17742110.html
17742116,700.0,,2.0,1.0,1.0,-37.7930864,144.9710047,Apartment,Apartment / Unit / Flat,G10/525 Rathdowne Street,Carlton,VIC,3053,17742116.html
17742122,590.0,2564.0,1.0,1.0,0.0,-37.83031390000001,144.9465471,Apartment,Apartment / Unit / Flat,1518/259 Normanby Rd,South Melbourne,VIC,3205,17742122.html
17742125,900.0,3600.0,3.0,1.0,0.0,-38.389,142.4942855,House,House,1/68 Nicholson Street,Warrnambool,VIC,3280,17742125.html
17742130,425.0,1847.0,1.0,1.0,0.0,-37.7989848,144.9533024,Apartment,Apartment / Unit / Flat,417/55 Villiers St,North Melbourne,VIC,3051,17742130.html
17742136,375.0,1630.0,1.0,1.0,1.0,-37.7928242,144.8780338,Apartment,Apartment / Unit / Flat,9/43-45 Church Street,West Footscray,VIC,3012,17742136.html
17742144,580.0,2520.0,4.0,2.0,2.0,-37.907908,144.7786922,House,House,141 Citybay Drive,Point Cook,VIC,3030,17742144.html
17742147,1450.0,8700.0,4.0,4.0,2.0,-37.9084444,145.0491667,Townhouse/Villa,Townhouse,8B Walnut St,Ormond,VIC,3204,17742147.html
17742149,630.0,2738.0,3.0,2.0,2.0,-38.097922,145.1766942,House,House,4 Koomaloo Pl,Carrum Downs,VIC,3201,17742149.html
17742160,620.0,2694.0,4.0,2.0,2.0,-38.1166919,145.3246892,House,House,11 Morphetville Street,Clyde North,VIC,3978,17742160.html
17742166,480.0,2086.0,2.0,1.0,0.0,-38.052762,145.1168496,House,House,7/334-339 Station Street,Chelsea,VIC,3196,17742166.html
17742170,370.0,1608.0,1.0,1.0,1.0,-37.7838138,145.0129599,Apartment,Apartment / Unit / Flat,3/317 Heidelberg Road,Northcote,VIC,3070,17742170.html
17742172,525.0,2390.0,3.0,2.0,2.0,-37.7070993,144.7738738,Townhouse/Villa,Townhouse,26 Park View Terrace,Sydenham,VIC,3037,17742172.html
17742193,550.0,2390.0,2.0,1.0,1.0,-37.771562,144.9687015,Apartment,Apartment / Unit / Flat,14/10-18 Minnie Street,Brunswick,VIC,3056,17742193.html
